競馬場,競走年月日,レース番号,発走時刻,競走種類名称,レース名,副賞名1,副賞名2,副賞名3,副賞名4,副賞名5,副賞名6,副賞名7,副賞名8,副賞名9,副賞名10,副賞名11,副賞名12,副賞名13,副賞名14,副賞名15,芝ダート区分,回り,距離,天候,馬場,頭数,条件,1着賞金(円),2着賞金(円),3着賞金(円),4着賞金(円),5着賞金(円),上がり4F,上がり3F,ハロンタイム1,ハロンタイム2,ハロンタイム3,ハロンタイム4,ハロンタイム5,ハロンタイム6,ハロンタイム7,ハロンタイム8,ハロンタイム9,ハロンタイム10,ハロンタイム11,ハロンタイム12,ハロンタイム13,ハロンタイム14,ハロンタイム15,コーナー名称1,コーナー名称2,コーナー名称3,コーナー名称4,コーナー名称5,コーナー名称6,コーナー名称7,コーナー名称8,コーナー通過順1,コーナー通過順2,コーナー通過順3,コーナー通過順4,コーナー通過順5,コーナー通過順6,コーナー通過順7,コーナー通過順8
高知,20260517,4,1635,普通,Ｃ２－５,,,,,,,,,,,,,,,,ダート,右,1300,晴,良,11,"サラブレッド系　一般 定量",800000,320000,240000,160000,80000,53.2,40.6,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"11,7-9,(4,6,10),2,1,5-8-3","(11,7),9,(4,6),(2,10),1-5-8-3","(11,9),7,(4,6,10),1,2-5,8=3","11,(1,9),(4,10),(5,2),(7,6),8-3",,,,
高知,20260517,5,1705,普通,Ｃ３－４,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,53.2,40.7,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"2,7,6,5,3,9,1-(4,8)","2,7,6,(3,5),9,1-4,8","2-7,6-(3,5),(1,9)-4-8","2,1-(6,7)-5,3,9,4=8",,,,
高知,20260517,6,1735,普通,Ｃ３－３,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,53.0,40.0,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"8,6,(2,9),1,7,4-5,3","8,6,2,(1,9),7,(4,3),5","(8,6),(2,9)-(1,7,3)-4,5","8,6-2-(9,3),7,1,4-5",,,,
高知,20260517,7,1810,普通,Ｃ３－２,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,11,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,54.3,41.7,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"7,11,(5,4,6)-1-8-(3,2),10,9","7,11,5,(4,6)-1-8-3-2,9,10","7,11,5,(4,6)-1-8-3-2-9,10","7=11,5-4,6,1,2,(8,3)-9-10",,,,
高知,20260517,8,1840,特別,アヤメ特別Ｃ３－１選抜馬,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,10,"サラブレッド系　一般 定量",1200000,480000,360000,240000,120000,54.2,41.5,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"(4,9),8,2,1,(6,10)-7-5,3","4,9-8,2-1,6,(7,10)-5-3","(4,9),(8,2)-(1,6),7,10,5-3","(9,2),8,(6,7)-1,5,(4,10),3",,,,
高知,20260517,9,1915,普通,Ｃ１－３,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,11,"サラブレッド系　一般 定量",1000000,400000,300000,200000,100000,53.1,40.1,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"11,9,10-(5,7,8),6,3,1,2-4","11,9-10-(5,8),6,(3,1),7,2-4","11,9,10-(5,6,8)-1,3,2-7,4","11,(10,6)-5,(9,8)-1,3,(7,2)-4",,,,
高知,20260517,10,1945,普通,Ｃ１－２,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,10,"サラブレッド系　一般 定量",1000000,400000,300000,200000,100000,54.7,42.0,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"7,(1,4)-(9,5),(2,8,10),3,6","7-(1,4)-9,5,2,8-10,3,6","7-(1,4)-(9,5),(2,8)-(3,10)-6","7-1,(4,9),(3,8),5,2-(6,10)",,,,
高知,20260517,11,2020,特別,龍王の滝特別Ｃ１－１選抜馬,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,11,"サラブレッド系　一般 定量",2000000,800000,600000,400000,200000,54.3,41.4,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"(2,9),7-3,(6,11),(1,5),10,8-4","2,9-7-5,(3,6),(1,10),11,8-4","2,(7,9,5,6),10,(8,3),11-(1,4)","5,(7,6),8,10,9,(4,2,3),11=1",,,,
高知,20260517,12,2050,普通,ファイナルレースＣ１－７記者選抜,高知県馬主協会奨励賞,,,,,,,,,,,,,,,ダート,右,1400,晴,良,12,"サラブレッド系　一般 定量",1000000,400000,300000,200000,100000,54.7,42.0,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"11,(7,8)-6,2,(3,9),(5,10)-(1,4),12","11-(7,8),6,(2,9),3,(5,10),(1,4)-12","11,8,7,6,(2,9),3,(10,4),(5,1),12","11,8,9,(2,7),(6,3),5,(1,10,12),4",,,,
高知,20260523,1,1535,普通,３歳－３,,,,,,,,,,,,,,,,ダート,右,1300,曇,不良,9,"サラブレッド系　３歳 定量",600000,240000,180000,120000,60000,51.1,38.9,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"2,5,(1,6),9-(4,8),(7,3)","(2,5),(1,6),9,8-(4,3),7","(2,5),(1,6,9)-8,(4,3),7","2,(6,5,9)-(1,8),4,7,3",,,,
高知,20260523,2,1605,普通,３歳－２,,,,,,,,,,,,,,,,ダート,右,1300,曇,不良,10,"サラブレッド系　３歳 定量",600000,240000,180000,120000,60000,51.9,39.9,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"1,(8,10)-2,(3,9)-6,4,5,7","1,(8,10),(2,9),3-6-(4,5),7","(1,8,10),(2,9)-3,6-5-4,7","1,(8,10),(2,9),3,6,5-4-7",,,,
高知,20260523,3,1640,普通,Ｃ３－１１,,,,,,,,,,,,,,,,ダート,右,1600,曇,不良,10,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,51.4,39.0,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"(3,4),(1,7,8),2,5,9,(6,10)","(3,4),8,1,(2,7),(9,5)-6-10","(3,4,8),1,2,7,(6,9),5-10","3,4,8,(2,1)-7,(6,9)=5-10",,,,
高知,20260523,4,1715,普通,Ｂ－４,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,10,"サラブレッド系　一般 定量",1400000,560000,420000,280000,140000,51.6,39.2,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"(1,6),7-(3,8,10)-9,(2,4),5","1,6,7-3,10-8,9,2,4-5","1,6,7,(3,10),9,(2,8),4-5","1,6-(10,9),(2,3),(4,7),8,5",,,,
高知,20260523,5,1745,普通,Ｂ－３,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,10,"サラブレッド系　一般 定量",1400000,560000,420000,280000,140000,51.5,38.9,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"(10,7,8),6-(3,5),4,2,9","10,7,8,6,5,(3,4)-(2,9)","10,(7,4),(6,8,5),(2,3,9)","7,10,4,5,(6,2),(8,3),9",,,,
高知,20260523,6,1815,普通,Ｃ３－１０,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,10,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,51.5,38.8,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"4,6,10,1,9,3,5,7,8,2","4,(6,10),1,(3,9),5-7,(2,8)","4,6,10,(1,5),3,9,7,8,2","4,6,(1,3,10)-7,5-(9,8),2",,,,
高知,20260523,7,1845,普通,Ｃ３－９,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,10,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,52.0,39.5,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"9,7,8-4,1,(2,3),6-5","9,7,8,(1,4),(2,3)-(5,6)","(9,7),(8,4),2,(1,3),6,5","9,7-4,8,(1,2,3),6,5",,,,
高知,20260523,8,1915,普通,Ｃ３－８,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,12,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,49.9,37.9,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"10,11,(9,12),(3,6),4,8,(5,7)-1","(10,11),(9,12),(3,6),4,8,5,7,1","10,(11,12),(9,6),3,4-(1,5,7),8","10-12,6,9-(3,4),11,1,5,8,7",,,,
高知,20260523,9,1945,普通,Ｂ－２,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,11,"サラブレッド系　一般 定量",1400000,560000,420000,280000,140000,51.7,39.8,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"(1,7),(3,9),5,(4,10),6-(8,11),2","1,(3,7),5,4,(8,6,9),(11,10),2","1,7,(3,5)-4,(8,6,9),(11,10),2","1,7,5,(3,4)-8,11,(2,6)-9,10",,,,
高知,20260523,10,2020,特別,新荘川特別Ｂ－１選抜馬,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,11,"サラブレッド系　一般 定量",2400000,960000,720000,480000,240000,49.8,37.7,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"6,11,8,3,(2,5),(1,9),10-7-4","6,(3,11,5),2,(1,8),(9,10),7,4","(6,11,5),3,(2,10),(9,8),(1,7)-4","(11,5),6,(2,7),(3,9,10),8-1-4",,,,
高知,20260523,11,2050,普通,ファイナルレース３歳－７記者選抜,高知県馬主協会奨励賞,,,,,,,,,,,,,,,ダート,右,1300,曇,不良,12,"サラブレッド系　３歳 定量",600000,240000,180000,120000,60000,53.1,40.1,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"12,4,(5,10)-8,(1,11),(2,6,9),3-7","12-4,10,5,8,1,11,(2,6,9)-3=7","12,(4,8),(5,10),(1,6,11),(2,9),3=7","(12,8)-4,5,1,6,(10,11),2,(3,9)-7",,,,
高知,20260524,1,1530,普通,３歳－６,,,,,,,,,,,,,,,,ダート,右,1300,曇,不良,9,"サラブレッド系　３歳 定量",600000,240000,180000,120000,60000,51.5,39.0,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"(1,8),3,(5,7),(2,9),4,6","8,1,5,3,7,9,6,2,4","8,1,5,9,(3,6),7=(2,4)","8,1-5,9-6,7,3-4-2",,,,
高知,20260524,2,1605,普通,３歳－５,,,,,,,,,,,,,,,,ダート,右,1300,曇,不良,10,"サラブレッド系　３歳 定量",600000,240000,180000,120000,60000,51.0,38.3,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"(5,7),(2,9),(3,8),1,6-4","(5,7),(2,9,8),3,(1,6)-4","(5,7),(2,8),(9,3),1,6,4","(5,7),2,(8,3),(9,1),4,6",,,,
高知,20260524,3,1635,普通,３歳－４,,,,,,,,,,,,,,,,ダート,右,1300,曇,不良,11,"サラブレッド系　３歳 定量",600000,240000,180000,120000,60000,51.6,38.8,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"5,8,(2,9)-(4,11),(3,6),(1,10)-7","(5,8),(2,9)-(4,11),6,3,(1,10)-7","(5,8),11,(2,9)-4,(6,10),3,1-7","(5,8)-11-9,2,(6,10)-(4,1),3,7",,,,
高知,20260524,4,1705,普通,Ｃ３－１４,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,10,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,49.8,37.6,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"4,10,1,7,3,(5,8)-2-6-9","(4,10),(1,7),3,8,5,2-6=9","(4,10),(1,7)-2,(3,5),8,6=9","4,10,1,7-2-5-6-3-8=9",,,,
高知,20260524,5,1740,普通,ショウガ特別Ａ－４,,,,,,,,,,,,,,,,ダート,右,1600,曇,不良,9,"サラブレッド系　一般 別定",1800000,720000,540000,360000,180000,49.5,37.2,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"5,9,(1,6),3,2-4,7,8","5,9,(1,6),3,2-4,7,8","(5,9),(6,2),1,3-4,8,7","(9,2),1,5-3,(4,6),(7,8)",,,,
高知,20260524,6,1815,重賞,"第１７回 福永洋一記念［地方交流］４歳以上",福永洋一賞,高知県馬主協会会長賞,,,,,,,,,,,,,,ダート,右,1600,曇,不良,11,"サラブレッド系　４歳以上 定量",12000000,4800000,3600000,2400000,1200000,49.6,37.4,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"7,9,(10,11),5,(3,6),1,2-8,4","7,9,(10,11),(5,3,6),(1,4),2,8","(7,9),11,(10,6,4),(5,3),(2,1,8)","(7,9),11-(10,3),6,(5,2,4),(8,1)",,,,
高知,20260524,7,1845,普通,Ｃ３－１３,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,10,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,50.8,37.8,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"9,10,4,8,7-3,5-6-2","9,(4,10),(7,8),(3,5)-6-2","9,(4,10),(7,8,5),(3,6)-2","9,10-4,7,8,5,(3,6)-2",,,,
高知,20260524,8,1920,普通,Ｃ３－１２,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,9,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,50.3,37.9,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"1,9,2,7,4,(5,6)-3,8","1,9,2,7,(4,6),5-(3,8)","1-(9,6),7,(2,5),4-8-3","(1,6)-9,7,4,5-8,2=3",,,,
高知,20260524,9,1950,普通,Ａ－３,,,,,,,,,,,,,,,,ダート,右,1600,曇,不良,9,"サラブレッド系　一般 別定",1800000,720000,540000,360000,180000,49.4,37.1,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"3-5,1,7,2-9,4,6-8","3,5,(1,7),2,9,(4,6)-8","3,5,7,(1,2)-9,6,8,4","3,(5,7)-(2,9),6-(1,4),8",,,,
高知,20260524,10,2020,普通,Ａ－２,,,,,,,,,,,,,,,,ダート,右,1600,曇,不良,11,"サラブレッド系　一般 別定",1800000,720000,540000,360000,180000,51.3,38.8,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"(10,5,11)-7,(1,3),(2,4),9,6-8","10,(5,11)=7,3,1,4,2,9,6,8","(10,5,11)-(3,4),(1,7),2-9-(6,8)","11,(3,4)-(7,2,9),(1,5),10-6,8",,,,
高知,20260524,11,2050,普通,ファイナルレースＣ３－１５記者選抜,高知県馬主協会奨励賞,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,12,"サラブレッド系　一般 定量",600000,240000,180000,120000,60000,52.6,40.5,,,,,,,,,,,,,,,,１コーナー,２コーナー,３コーナー,４コーナー,,,,,"12,3,(5,8),9-(1,10),6,(2,7)-(4,11)","12-3,5-8,9,(1,10),(6,7),2-(4,11)","12=(5,3)-(9,7),(8,10),6,1,2-(4,11)","12=5-(3,9),7,(1,10,6,4),2,11-8",,,,
佐賀,20260502,1,1520,普通,パドックリニューアル記念３歳－４組,,,,,,,,,,,,,,,,ダート,右,1400,曇,重,11,"サラブレッド系　３歳 定量",500000,175000,100000,75000,50000,54.0,40.8,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"2,8,3,(6,10)-11,(1,5,7),4=9","(2,8)-(3,10),6,11,5,7,(1,4)=9","(8,10),11,2,3,(5,6,7,4),1=9","10,11,8,4,7,(5,2,3,1)-6=9",,,,
佐賀,20260502,2,1555,普通,パッカルくんのおとしもの賞３歳－３組,,,,,,,,,,,,,,,,ダート,右,1400,曇,重,10,"サラブレッド系　３歳 定量",500000,175000,100000,75000,50000,54.0,41.2,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"5,2,(1,3),4,8-10-6,9,7","5-2,1,3,4,8-10-(6,7),9","5-(1,4)-(2,8),3-10,7-(6,9)","(5,4)-(1,8),(10,7)-3,2-6,9",,,,
佐賀,20260502,3,1625,普通,Ｃ２－１６組,,,,,,,,,,,,,,,,ダート,右,1400,曇,重,10,"サラブレッド系　一般 定量",450000,158000,90000,68000,45000,52.4,39.1,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(2,10)-5,(3,6),(7,8)-4-1,9","(2,10)-(3,5),6,(7,8)-4-1-9","10-8,2,(4,3,5,6),7-(9,1)","10=(4,8)-(2,5,7),3-(6,9,1)",,,,
佐賀,20260502,4,1700,準重賞,あやめ賞Ｂ,サガテレビかちスポ賞,,,,,,,,,,,,,,,ダート,右,900,曇,重,11,"サラブレッド系　一般 別定",1200000,420000,240000,180000,120000,48.3,37.0,,,,,,,,,,,,,,,,３角,４角,,,,,,,"(2,6),11-(5,9,10),7,1,8-3,4","(2,6)-(5,11,10),7,1,(9,8)-4-3",,,,,,
佐賀,20260502,5,1735,普通,Ｃ２－１５組,,,,,,,,,,,,,,,,ダート,右,1300,曇,重,11,"サラブレッド系　一般 定量",450000,158000,90000,68000,45000,52.1,39.4,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(11,8),5,(2,7),3,6,4,9-1,10","11,8,(2,5,7)-6,3-4,9-(1,10)","11,8,2,(5,7)-6,4,3-(1,10),9","(11,8)-7,2-5,6,4-(3,1),10,9",,,,
佐賀,20260502,6,1805,普通,Ｃ２－１４組,,,,,,,,,,,,,,,,ダート,右,1300,晴,重,11,"サラブレッド系　一般 定量",450000,158000,90000,68000,45000,50.6,37.9,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(7,10),5,(8,6),2,11,4,(1,9)-3","7,10,(5,6),8,(4,11),2,9,1-3","(7,10),6-11,5,2,4,9-(8,1)-3","6,10-7-11,(4,2)-(5,9),1-(8,3)",,,,
佐賀,20260502,7,1835,普通,Ｃ１－４組,,,,,,,,,,,,,,,,ダート,右,1400,晴,重,11,"サラブレッド系　一般 定量",500000,175000,100000,75000,50000,51.5,38.3,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"10,8,9,(6,11),7,(2,5)-3-1-4","10,8,9,(6,7,11),(2,5)-3,1=4","(10,8),9-(7,11)-6,(2,5),1,3=4","(8,9)-7,10,(6,11),1,(2,5)-3=4",,,,
佐賀,20260502,8,1905,普通,ＡＩパッカル賞Ｃ１－３組,,,,,,,,,,,,,,,,ダート,右,1400,晴,重,12,"サラブレッド系　一般 定量",500000,175000,100000,75000,50000,50.5,38.2,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"7,8,(5,12),(1,11)-(3,10),6-(2,4,9)","7,8,12,(1,5),11-10,3,6,(4,9),2","7,(8,12),5-11,1-10-6-(3,9),4-2","7-12-8-(5,11)-10,1-6=9,(3,4)-2",,,,
佐賀,20260502,9,1935,普通,八十八夜賞Ｂ,,,,,,,,,,,,,,,,ダート,右,1400,晴,重,7,"サラブレッド系　一般 別定",1000000,350000,200000,150000,100000,50.4,37.6,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"3,5,(2,4)-(1,7)=6","3-5,(2,4)-1,7=6","(3,5),4,2-1,7-6","(3,5,4)-2-1-7-6",,,,
佐賀,20260502,10,2010,普通,長崎街道木屋瀬（こやのせ）宿特選Ｃ１,,,,,,,,,,,,,,,,ダート,右,1400,晴,重,11,"サラブレッド系　一般 定量",600000,210000,120000,90000,60000,52.6,39.4,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(5,7),(8,9)-10-4,(6,3)-11,(1,2)","5,7-8,9-10-4,(6,3),11,(1,2)","5,7-(8,3,9,10),4-11,6-2-1","5,3-10,(7,4),8,(9,11),(2,6)=1",,,,
佐賀,20260502,11,2040,普通,ＳＡＧＡリベンジャーズドリームＣ２－１８組,,,,,,,,,,,,,,,,ダート,右,1300,晴,重,11,"サラブレッド系　一般 定量",450000,158000,90000,68000,45000,53.3,40.0,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(2,9),(1,4,10),7,(6,11)-8,3","(2,9),(1,4,10)-7,6-11,8=3","2,9,(1,10),4,7-(8,6)-11=3","2-9,1,7,(4,10),(8,6)-11=3",,,,
佐賀,20260503,1,1550,普通,よーらいさん来場記念３歳－５組,,,,,,,,,,,,,,,,ダート,右,1300,雨,不良,10,"サラブレッド系　３歳 定量",500000,175000,100000,75000,50000,52.8,40.3,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(6,9),(2,8,10)-7-4,(1,5),3","(6,9),10,(2,8)=7-4,1,(3,5)","9,(6,10),(2,8)=7,(4,5),1,3","(9,10)-2,8,7-4,(1,5),3-6",,,,
佐賀,20260503,2,1625,普通,こだまさん来場記念Ｃ２－１３組,,,,,,,,,,,,,,,,ダート,右,1300,雨,不良,11,"サラブレッド系　一般 定量",450000,158000,90000,68000,45000,52.6,39.7,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"4,5,(1,7),(6,11),2,3,9,8=10","4,5,7,1,(6,11),3,2,9,8=10","(4,5,11),(3,1),6,7,2,8,9=10","5,(4,11)-3-(1,8,6)-7,2,9-10",,,,
佐賀,20260503,3,1700,普通,はたさん来場記念Ｃ２－１２組,,,,,,,,,,,,,,,,ダート,右,1400,雨,不良,10,"サラブレッド系　一般 定量",450000,158000,90000,68000,45000,53.3,39.9,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"2,3,(1,4),6,5,7,8-9-10","2,3,1-(6,4)-5-(8,7)-9-10","2,(1,3),5,(6,8),4-7-9,10","2,3,(5,1)-8,(7,6),(9,10),4",,,,
佐賀,20260503,4,1730,普通,長田進仁騎手２０００勝達成記念Ｃ１－７組,,,,,,,,,,,,,,,,ダート,右,1400,雨,不良,10,"サラブレッド系　一般 定量",500000,175000,100000,75000,50000,53.1,40.0,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"6,10-7-(3,8),4,1,(5,9),2","6,10-7,1,(3,4,8)-5,2,9","(6,10)-(1,7)-2,4,8,3,(5,9)","(6,10)-1-2,7,9,(3,4),(5,8)",,,,
佐賀,20260503,5,1805,重賞,"第１４回 佐賀皐月賞３歳オープン",デイリースポーツ新聞社賞,佐賀県馬主会会長賞,鹿児島県馬事畜産振興協議会会長賞,佐賀県競馬組合管理者賞,（九州優駿栄城賞１・２着優先）,,,,,,,,,,,ダート,右,1800,雨,不良,12,"サラブレッド系　３歳 定量",8000000,2800000,1600000,1200000,800000,51.3,39.0,,,,,,,,,,,,,,,,３角,４角,１角,２角,３角,４角,,,"1,(3,4)-5,(2,8)-(7,11)-(6,12),(9,10)","(5,1,3),4,(2,8),11,7-(6,12)-(9,10)","5-1,3,(2,4),8,(7,11),6,(9,12),10","5,1,(3,4,8)-2,11,7,(6,12),(9,10)","5,(1,4,8)-6,3-(2,10),(7,11),(9,12)","5,6,1,8-(4,10),(3,2)-7,9,12-11",,
佐賀,20260503,6,1840,普通,パドックリニューアル記念Ｃ１－６組,,,,,,,,,,,,,,,,ダート,右,1400,雨,不良,11,"サラブレッド系　一般 定量",500000,175000,100000,75000,50000,51.9,39.2,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"1,9-(3,4)-7-(6,8)-11,10-2","1,9-3,4-7-(6,8)-11,10-2","(3,1,9),4,(7,8)-(10,11),6=2","3,(9,8),7-(10,11),4,(6,1)-2",,,,
佐賀,20260503,7,1910,普通,おっちゃんの山記念Ｃ１－５組,釣りよかでしょう。賞,,,,,,,,,,,,,,,ダート,右,1400,雨,不良,12,"サラブレッド系　一般 定量",500000,175000,100000,75000,50000,52.5,39.5,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(1,6,12),11,2,7,9-10,8,(3,4)-5","1,6,12-11,(2,7)-9,10,(3,8)-4-5","(1,6,12)-(2,7),11,10,8,(3,9)-4,5","12,1,(2,6,7),10,(3,11)-8-(9,4),5",,,,
佐賀,20260503,8,1940,普通,サガデーナイト競馬賞Ａ２,,,,,,,,,,,,,,,,ダート,右,1400,雨,不良,11,"サラブレッド系　一般 定量",1000000,350000,200000,150000,100000,50.8,38.4,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"11,3,6,8-7,5-(2,10),9=1=4","(11,3)-6,8-7-5,(2,10)-9=4=1","(11,3),6,8,7-(5,10)-9,2=4","(6,8),3,(11,7),(5,10),9-2=4",,,,
佐賀,20260503,9,2010,特別,若葉（わかば）特別Ｂ,鳥栖市長賞,,,,,,,,,,,,,,,ダート,右,1750,雨,不良,10,"サラブレッド系　一般 別定",1000000,350000,200000,150000,100000,51.3,38.4,,,,,,,,,,,,,,,,３角,４角,１角,２角,３角,４角,,,"(4,6),9,(1,3,8)-(2,10),7","4,9,6,(1,8),(3,7),(2,10)","(4,7)-9,(6,8),1-3,2,10","4,7-(6,9),8-1,(2,3),10","4,7-(6,9),8-2,1,(3,10)","4-7-8-(2,6,9)-1-10-3",,
佐賀,20260503,10,2040,普通,ＳＡＧＡリベンジャーズＣ２－１７組,,,,,,,,,,,,,,,,ダート,右,1300,雨,不良,12,"サラブレッド系　一般 定量",450000,158000,90000,68000,45000,51.5,38.7,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(3,6)-1-(10,11),4,5-(9,12),(2,8),7","3,6,1,(4,10),5,11-(2,9,12)-7,8","3,(6,5),4,10,1-2,9,(12,11)-7-8","5,3-4,6-10-(2,1),12-9-(7,8),11",,,,
佐賀,20260504,1,1500,普通,３歳－７組,,,,,,,,,,,,,,,,ダート,右,1400,晴,重,10,"サラブレッド系　３歳 定量",500000,175000,100000,75000,50000,54.3,41.5,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(1,7),(2,3),4,5,10-(8,6)=9","1,7,2,4,3,5,10-(8,6)=9","1,7-5-2-3,4,(8,10),6=9","(1,5),7-2,3,(8,6),(4,10)=9",,,,
佐賀,20260504,2,1535,普通,３歳－６組,,,,,,,,,,,,,,,,ダート,右,1400,晴,重,10,"サラブレッド系　３歳 定量",500000,175000,100000,75000,50000,53.8,40.6,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(6,10),(2,7),(1,4),3,5,8-9","(6,10),(2,7),1,(3,4),(8,5)-9","6,10,7,(1,5)-(3,2)-4,8,9","7,5,6,(1,10),(3,2),9,(4,8)",,,,
佐賀,20260504,3,1610,普通,パドックリニューアル記念Ｃ２－１０組,,,,,,,,,,,,,,,,ダート,右,1400,晴,重,11,"サラブレッド系　一般 定量",450000,158000,90000,68000,45000,52.1,39.5,,,,,,,,,,,,,,,,１角,２角,３角,４角,,,,,"(2,7),1,8-3,9,4,5-10-6-11","2,7,1,8-3,(4,9)-5-10,6-11","2,(1,7)-8=(3,9)-4,6-5-10,11","2-(7,1)-8,9-(3,4),6-5,11,10",,,,
